"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-AMI-HRRP,N/A,,0.9551,15.5246,16.2538,Too Few to Report,07/01/2017,12/01/2019
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-COPD-HRRP,124,,0.9936,21.4370,21.5742,26,07/01/2017,12/01/2019
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-HF-HRRP,303,,1.0202,21.0241,20.6085,65,07/01/2017,12/01/2019
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-HIP-KNEE-HRRP,N/A,,0.9848,4.8844,4.9598,Too Few to Report,07/01/2017,12/01/2019
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-PN-HRRP,299,,1.0556,16.1179,15.2689,52,07/01/2017,12/01/2019
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-AMI-HRRP,294,,1.0836,16.0873,14.8463,52,07/01/2017,12/01/2019
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-CABG-HRRP,131,,1.1727,14.8635,12.6749,23,07/01/2017,12/01/2019
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-COPD-HRRP,243,,0.9793,18.4565,18.8475,43,07/01/2017,12/01/2019
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-HF-HRRP,626,,1.0356,20.5653,19.8590,131,07/01/2017,12/01/2019
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-HIP-KNEE-HRRP,386,,1.1738,5.2112,4.4396,23,07/01/2017,12/01/2019
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-PN-HRRP,678,,0.9720,14.5988,15.0186,97,07/01/2017,12/01/2019
SHORE MEDICAL CENTER,310047,NJ,READM-30-AMI-HRRP,N/A,,0.9465,16.0270,16.9332,Too Few to Report,07/01/2017,12/01/2019
SHORE MEDICAL CENTER,310047,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SHORE MEDICAL CENTER,310047,NJ,READM-30-COPD-HRRP,272,,0.9828,19.3184,19.6557,51,07/01/2017,12/01/2019
SHORE MEDICAL CENTER,310047,NJ,READM-30-HF-HRRP,474,,1.0542,22.0493,20.9148,108,07/01/2017,12/01/2019
SHORE MEDICAL CENTER,310047,NJ,READM-30-HIP-KNEE-HRRP,481,,1.0027,3.9402,3.9295,19,07/01/2017,12/01/2019
SHORE MEDICAL CENTER,310047,NJ,READM-30-PN-HRRP,391,,1.1049,17.8614,16.1659,77,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-AMI-HRRP,233,,0.8779,13.9874,15.9326,25,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-COPD-HRRP,302,,1.0760,18.7471,17.4235,63,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-HF-HRRP,752,,1.0270,21.4435,20.8805,163,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-HIP-KNEE-HRRP,368,,1.1405,4.5256,3.9682,19,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-PN-HRRP,672,,0.9965,15.8113,15.8676,106,07/01/2017,12/01/2019
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-AMI-HRRP,121,,1.0600,16.1652,15.2501,23,07/01/2017,12/01/2019
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-COPD-HRRP,209,,0.9601,18.9508,19.7374,36,07/01/2017,12/01/2019
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-HF-HRRP,624,,1.1951,24.9954,20.9150,168,07/01/2017,12/01/2019
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-HIP-KNEE-HRRP,N/A,,0.9588,4.0369,4.2103,Too Few to Report,07/01/2017,12/01/2019
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-PN-HRRP,950,,1.0637,17.5337,16.4844,171,07/01/2017,12/01/2019
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-AMI-HRRP,223,,0.9526,13.3496,14.0132,27,07/01/2017,12/01/2019
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-COPD-HRRP,262,,0.9838,17.3277,17.6123,44,07/01/2017,12/01/2019
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-HF-HRRP,908,,0.8636,16.5397,19.1510,141,07/01/2017,12/01/2019
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-HIP-KNEE-HRRP,575,,0.9943,3.8437,3.8657,22,07/01/2017,12/01/2019
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-PN-HRRP,810,,0.8603,12.7604,14.8328,93,07/01/2017,12/01/2019
OCEAN MEDICAL CENTER,310052,NJ,READM-30-AMI-HRRP,231,,0.9859,15.9467,16.1750,36,07/01/2017,12/01/2019
OCEAN MEDICAL CENTER,310052,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
OCEAN MEDICAL CENTER,310052,NJ,READM-30-COPD-HRRP,557,,1.0132,19.7200,19.4639,111,07/01/2017,12/01/2019
OCEAN MEDICAL CENTER,310052,NJ,READM-30-HF-HRRP,1079,,1.0589,22.8177,21.5491,250,07/01/2017,12/01/2019
OCEAN MEDICAL CENTER,310052,NJ,READM-30-HIP-KNEE-HRRP,1060,,0.9731,4.1971,4.3129,44,07/01/2017,12/01/2019
OCEAN MEDICAL CENTER,310052,NJ,READM-30-PN-HRRP,921,,1.0634,18.4065,17.3088,174,07/01/2017,12/01/2019
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-AMI-HRRP,139,,0.9335,15.8955,17.0279,18,07/01/2017,12/01/2019
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-COPD-HRRP,289,,0.9826,19.5711,19.9181,55,07/01/2017,12/01/2019
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-HF-HRRP,527,,1.0909,23.5604,21.5970,130,07/01/2017,12/01/2019
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-HIP-KNEE-HRRP,N/A,,1.1031,5.4619,4.9516,Too Few to Report,07/01/2017,12/01/2019
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-PN-HRRP,524,,1.0678,17.4191,16.3132,96,07/01/2017,12/01/2019
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-AMI-HRRP,91,,1.0513,17.5576,16.7009,19,07/01/2017,12/01/2019
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-COPD-HRRP,303,,0.9726,17.9617,18.4674,52,07/01/2017,12/01/2019
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-HF-HRRP,718,,0.9467,20.1354,21.2681,141,07/01/2017,12/01/2019
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-HIP-KNEE-HRRP,N/A,,1.0588,3.9856,3.7643,Too Few to Report,07/01/2017,12/01/2019
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-PN-HRRP,565,,0.9884,15.3670,15.5473,86,07/01/2017,12/01/2019
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-HF-HRRP,N/A,,1.0063,22.3199,22.1802,Too Few to Report,07/01/2017,12/01/2019
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-PN-HRRP,66,,1.0216,18.8616,18.4623,14,07/01/2017,12/01/2019
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-COPD-HRRP,127,,0.9803,19.5054,19.8979,23,07/01/2017,12/01/2019
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-HF-HRRP,311,,1.1063,24.8095,22.4258,84,07/01/2017,12/01/2019
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-HIP-KNEE-HRRP,N/A,,0.9119,3.6451,3.9973,Too Few to Report,07/01/2017,12/01/2019
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-PN-HRRP,275,,1.0317,17.7261,17.1818,51,07/01/2017,12/01/2019
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-AMI-HRRP,N/A,,1.0633,18.0597,16.9845,Too Few to Report,07/01/2017,12/01/2019
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-COPD-HRRP,161,,1.0462,19.8619,18.9848,36,07/01/2017,12/01/2019
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-HF-HRRP,230,,1.0244,21.4868,20.9754,51,07/01/2017,12/01/2019
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-HIP-KNEE-HRRP,N/A,,1.0196,4.1378,4.0581,Too Few to Report,07/01/2017,12/01/2019
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-PN-HRRP,193,,0.9822,16.2063,16.4995,30,07/01/2017,12/01/2019
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-AMI-HRRP,601,,0.9030,14.3047,15.8410,80,07/01/2017,12/01/2019
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-CABG-HRRP,141,,0.8342,10.5213,12.6116,11,07/01/2017,12/01/2019
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-COPD-HRRP,547,,1.0546,20.1615,19.1169,115,07/01/2017,12/01/2019
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-HF-HRRP,1092,,1.0543,23.5761,22.3623,261,07/01/2017,12/01/2019
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-HIP-KNEE-HRRP,1706,,0.8432,3.6954,4.3828,60,07/01/2017,12/01/2019
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-PN-HRRP,862,,1.0474,17.9400,17.1275,158,07/01/2017,12/01/2019
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-AMI-HRRP,N/A,,1.0698,17.3658,16.2329,Too Few to Report,07/01/2017,12/01/2019
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-COPD-HRRP,131,,1.0288,19.4671,18.9226,28,07/01/2017,12/01/2019
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-HF-HRRP,202,,1.0578,21.9298,20.7323,48,07/01/2017,12/01/2019
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-HIP-KNEE-HRRP,N/A,,1.1038,4.0071,3.6303,Too Few to Report,07/01/2017,12/01/2019
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-PN-HRRP,167,,1.0617,16.0367,15.1052,31,07/01/2017,12/01/2019
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-AMI-HRRP,73,,1.0468,18.1163,17.3060,16,07/01/2017,12/01/2019
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-COPD-HRRP,194,,1.0426,20.2536,19.4270,43,07/01/2017,12/01/2019
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-HF-HRRP,361,,0.9295,18.7467,20.1684,63,07/01/2017,12/01/2019
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-HIP-KNEE-HRRP,339,,1.0090,3.7879,3.7539,13,07/01/2017,12/01/2019
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-PN-HRRP,403,,1.0751,16.8384,15.6625,73,07/01/2017,12/01/2019
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-AMI-HRRP,877,,1.0035,17.0799,17.0204,150,07/01/2017,12/01/2019
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-CABG-HRRP,380,,0.9244,11.4901,12.4294,42,07/01/2017,12/01/2019
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-COPD-HRRP,362,,1.0627,21.6759,20.3980,84,07/01/2017,12/01/2019
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-HF-HRRP,1321,,0.9558,21.2706,22.2548,278,07/01/2017,12/01/2019
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-HIP-KNEE-HRRP,605,,1.0203,4.4033,4.3159,27,07/01/2017,12/01/2019
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-PN-HRRP,886,,1.0376,18.2071,17.5470,164,07/01/2017,12/01/2019
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-AMI-HRRP,115,,1.0206,16.3247,15.9958,20,07/01/2017,12/01/2019
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-CABG-HRRP,N/A,,1.0243,12.7560,12.4532,Too Few to Report,07/01/2017,12/01/2019
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-COPD-HRRP,140,,0.9682,18.4667,19.0729,23,07/01/2017,12/01/2019
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-HF-HRRP,234,,1.0402,23.6407,22.7273,58,07/01/2017,12/01/2019
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-HIP-KNEE-HRRP,N/A,,1.0814,4.7355,4.3791,Too Few to Report,07/01/2017,12/01/2019
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-PN-HRRP,176,,0.9290,14.9135,16.0538,21,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-AMI-HRRP,N/A,,1.0105,16.4654,16.2940,Too Few to Report,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-COPD-HRRP,143,,1.0365,22.8491,22.0453,36,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-HF-HRRP,366,,0.9463,20.3835,21.5407,71,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-HIP-KNEE-HRRP,440,,0.9761,3.9623,4.0592,17,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-PN-HRRP,305,,1.0124,17.4109,17.1974,54,07/01/2017,12/01/2019
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-AMI-HRRP,231,,1.0173,17.3019,17.0084,41,07/01/2017,12/01/2019
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-CABG-HRRP,N/A,,0.8986,10.6951,11.9020,Too Few to Report,07/01/2017,12/01/2019
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-COPD-HRRP,290,,0.9876,18.3076,18.5368,52,07/01/2017,12/01/2019
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-HF-HRRP,836,,0.9815,21.0794,21.4761,175,07/01/2017,12/01/2019
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-HIP-KNEE-HRRP,N/A,,1.0501,4.3711,4.1627,Too Few to Report,07/01/2017,12/01/2019
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-PN-HRRP,678,,1.0454,17.3730,16.6182,121,07/01/2017,12/01/2019
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-AMI-HRRP,37,,1.0645,23.9378,22.4877,13,07/01/2017,12/01/2019
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-COPD-HRRP,112,,1.0138,22.9728,22.6596,27,07/01/2017,12/01/2019
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-HF-HRRP,151,,1.0292,23.8738,23.1970,38,07/01/2017,12/01/2019
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-PN-HRRP,194,,1.1952,24.2861,20.3201,61,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-AMI-HRRP,N/A,,0.9814,17.5359,17.8677,Too Few to Report,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-COPD-HRRP,143,,0.9625,18.4241,19.1410,23,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-HF-HRRP,279,,1.0940,23.6586,21.6260,72,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-PN-HRRP,432,,1.0510,18.8312,17.9172,85,07/01/2017,12/01/2019
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-AMI-HRRP,141,,1.0559,18.9399,17.9379,30,07/01/2017,12/01/2019
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-COPD-HRRP,667,,1.0439,20.5604,19.6956,141,07/01/2017,12/01/2019
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-HF-HRRP,1209,,1.0855,23.8616,21.9829,294,07/01/2017,12/01/2019
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-HIP-KNEE-HRRP,640,,0.9939,4.0795,4.1045,26,07/01/2017,12/01/2019
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-PN-HRRP,807,,1.0246,17.2538,16.8394,141,07/01/2017,12/01/2019
SALEM MEDICAL CENTER,310091,NJ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SALEM MEDICAL CENTER,310091,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SALEM MEDICAL CENTER,310091,NJ,READM-30-COPD-HRRP,198,,0.9935,21.5179,21.6588,42,07/01/2017,12/01/2019
SALEM MEDICAL CENTER,310091,NJ,READM-30-HF-HRRP,188,,0.9412,20.1892,21.4513,34,07/01/2017,12/01/2019
SALEM MEDICAL CENTER,310091,NJ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SALEM MEDICAL CENTER,310091,NJ,READM-30-PN-HRRP,153,,0.9875,16.9323,17.1468,25,07/01/2017,12/01/2019
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-COPD-HRRP,71,,1.0168,19.0551,18.7399,15,07/01/2017,12/01/2019
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-HF-HRRP,136,,1.0033,23.3633,23.2856,32,07/01/2017,12/01/2019
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,READM-30-PN-HRRP,157,,1.0169,18.9559,18.6415,31,07/01/2017,12/01/2019
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-AMI-HRRP,N/A,,0.9781,16.9822,17.3623,Too Few to Report,07/01/2017,12/01/2019
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-COPD-HRRP,67,,1.0064,24.4650,24.3101,17,07/01/2017,12/01/2019
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-HF-HRRP,229,,1.0862,27.1435,24.9903,68,07/01/2017,12/01/2019
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,READM-30-PN-HRRP,167,,1.0277,19.7290,19.1967,35,07/01/2017,12/01/2019
JFK MEDICAL CENTER,310108,NJ,READM-30-AMI-HRRP,238,,1.0039,16.2893,16.2259,39,07/01/2017,12/01/2019
JFK MEDICAL CENTER,310108,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
JFK MEDICAL CENTER,310108,NJ,READM-30-COPD-HRRP,384,,1.0235,19.0004,18.5638,75,07/01/2017,12/01/2019
JFK MEDICAL CENTER,310108,NJ,READM-30-HF-HRRP,673,,1.0819,23.1432,21.3911,161,07/01/2017,12/01/2019
JFK MEDICAL CENTER,310108,NJ,READM-30-HIP-KNEE-HRRP,212,,1.1981,5.0815,4.2415,14,07/01/2017,12/01/2019
JFK MEDICAL CENTER,310108,NJ,READM-30-PN-HRRP,1097,,1.0779,18.9163,17.5492,213,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-AMI-HRRP,N/A,,0.9524,16.9894,17.8380,Too Few to Report,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-COPD-HRRP,273,,1.0723,20.4394,19.0612,62,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-HF-HRRP,465,,1.0688,23.7694,22.2392,115,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-HIP-KNEE-HRRP,N/A,,0.8982,4.1678,4.6400,Too Few to Report,07/01/2017,12/01/2019
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,READM-30-PN-HRRP,417,,0.9845,15.6137,15.8600,64,07/01/2017,12/01/2019
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-AMI-HRRP,68,,0.9864,17.3904,17.6293,11,07/01/2017,12/01/2019
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-COPD-HRRP,415,,0.9431,17.3752,18.4240,67,07/01/2017,12/01/2019
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-HF-HRRP,659,,0.9448,20.1369,21.3128,129,07/01/2017,12/01/2019
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-HIP-KNEE-HRRP,221,,1.0471,4.6040,4.3970,11,07/01/2017,12/01/2019
CENTRASTATE MEDICAL CENTER,310111,NJ,READM-30-PN-HRRP,806,,0.9885,15.4856,15.6653,124,07/01/2017,12/01/2019
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-AMI-HRRP,93,,0.9997,20.4476,20.4529,19,07/01/2017,12/01/2019
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-COPD-HRRP,362,,1.0652,21.0783,19.7887,82,07/01/2017,12/01/2019
